Stock_Exchange_Code,back_door_listing,Share_holding ratio_sub_shareholders,PE Ratio,PCF,Enterprise_Multiple,PB_ratio,Dynamic_PE_ratio,WACC,Annual_yield,EPS,Net_cash_flow_from_operating_activities_per_share,Gross_operating_Income_per_share,Capital reserves per share,Retained earnings per share,Net cash flow per share,ROE,Net profit margin on sales,ROA,Annualized ROE,Gross profit margin on sales,Selling expense/Gross revenue,Overheads/Gross revenue(%),Financial expenses/Gross revenue(%),Ratio of profits to cost,R&D expenses/Gross revenue(%),Gearing ratio,Equity Multiplier,Current ratio,Cash ratio,Quick ratio,Times interest earned,Long-term debt to working capital ratio,Net debt/equity value(%),Interest-bearing debt/equity value,Inventory turnover days,Inventory turnover,Accounts receivable turnover ratio,Accounts payable turnover ratio,Current asset turnover ratio,Fixed asset turnover ratio,Total asset turnover ratio,Working capital turnover ratio,Non-current capital turnover,Earning per share growth rate(%),Year-on-year growth rate of total revenue(%),Year-on-year growth rate of operating profit(%),Year-on-year growth rate of total profits(%),Year-on-year growth rate of net cash flow from operating activities(%),Year-on-year growth rate of ROE(Diluted),Year-on-year growth rate of net assets(%),Year-on-year growth of total liabilities(%),Year-on-year growth rate of net cash flow(%),Year-on-year growth of total assets(%),Year-on-year growth of net profit(%),Year-on-year growth of total operating cost(%),Net asset per share growth rate,Total asset growth relative to the beginning of the year,Increase/decrease rate(%),Audit opinion
000863.SZ,1,20.63,1397.8086,87.2837,-80.2545,1.2372,4.5876,9.45,-16.14,0.25,1.3765,1.1864,2.3384,1.2701,0.273,5.9752,18.2051,4.0452,7.967,36.3237,4.2425,8.7577,5.2356,21.0242,0,56.2452,2.2855,2.6758,0.2504,0.5183,6.2375,0.4561,61.5638,66.6766,2420.3677,0.1116,18.1122,4.8094,0.1438,40.2714,0.1239,0.224,1.0897,212.5,17.9339,186.8602,169.3401,29.1092,228.5244,-4.9605,2.2688,589.3421,-1.5225,274.6881,12.6197,4.6324,1.4005,18.6701,5
600467.SH,0,41.24,65.8915,105.9432,13.1012,1.3204,107.2504,9.01,-12.7116,0.0366,0.1448,0.6295,0.2703,0.6838,-0.0054,1.7473,5.9965,2.7338,2.3297,23.2354,4.3373,5.8868,8.4349,6.2347,0.2866,49.1143,1.9652,0.7342,0.2767,0.344,2.1208,0,14.3907,34.229,390.2337,0.6919,25.1228,0.9893,0.4808,0.2683,0.1528,-1.2213,0.2902,3.6827,1.698,12.0376,5.2132,-29.003,2.2435,1.3631,6.4151,86.71,3.8363,5.8555,1.8991,1.133,2.0602,3.7277,5
600810.SH,0,49.28,9.3754,-17.0493,7.9201,2.1633,9.2307,8.97,44.7768,0.67,1.6897,17.0116,2.8592,1.5554,0.8539,11.739,4.6944,5.4651,15.652,9.4362,0.8862,2.2726,1.8284,4.8938,1.2773,68.4325,3.1678,0.8432,0.3685,0.6617,3.7381,0,25.0802,59.999,37.5085,7.1984,5.1007,3.4542,1.6479,3.7606,0.7996,-8.2695,2.0859,-47.6563,12.0957,-46.0895,-46.2867,105.3301,-37.7432,8.4767,31.3325,326.1918,23.7444,-45.9292,17.6405,-19.0856,22.4578,5.4995,5
002399.SZ,0,38.01,25.7158,-11.8705,27.862,4.4684,13.369,8.57,15.7212,0.5382,-0.1214,2.5169,1.8269,2.1047,-0.663,10.4054,20.9167,6.4868,13.8739,35.4041,7.7276,9.0879,4.3487,24.2548,3.58,52.9999,2.1277,1.0101,0.2451,0.6328,6.7626,42.8163,10.8797,15.6016,239.4789,1.1274,2.8335,5.6622,0.5639,1.8615,0.2206,5.455,0.5346,48.8797,-5.7918,45.9189,44.1846,-130.643,27.1309,17.109,2.9703,32.1737,9.3505,53.0682,7.2368,14.1018,8.8604,-14.9247,5
002487.SZ,0,44.74,35.971,-101.9973,28.1663,1.3157,51.5794,12.36,-20.5848,0.1996,0.2697,2.1584,1.4537,0.9971,0.2541,5.9032,9.2484,3.9219,7.8709,20.6371,3.4922,2.9006,-0.3154,10.7439,3.0776,46.0669,1.8541,1.8385,0.3738,1.3424,0,0.2129,-8.1869,0,185.8429,1.4528,1.7173,1.2818,0.5245,2.5499,0.3661,1.0524,1.6943,136.213,60.2412,143.7748,137.0088,908.3662,119.5532,8.1774,36.2651,211.5051,19.5271,137.5069,51.8453,6.9406,22.01,63.2611,5
002133.SZ,0,17.41,23.5454,6.5079,4.9665,0.8944,-142.6318,9.96,-19.6296,0.2727,0.6021,4.1111,1.0947,2.0192,0.0382,6.3853,12.184,4.7888,8.5138,29.4579,1.9498,1.9673,1.0503,14.8986,0,67.2248,3.0511,1.8277,0.2595,0.4559,16.5446,0.4231,48.4919,104.215,940.3472,0.2871,74.6111,6.569,0.3012,171.1856,0.2756,0.7056,4.0173,-35.0714,23.0564,-32.0133,-31.7079,198.8636,-38.0067,5.3535,10.8814,-96.3424,6.1598,-29.9619,44.1226,4.8506,-0.1563,-1.8005,5
002721.SZ,0,13.1,-37.2455,292.7598,20.9162,1.0851,29.402,9.38,-33.5748,0.0815,-3.3085,9.4241,3.6533,0.9158,-0.0287,1.467,0.8582,3.3942,1.9559,10.3396,2.5893,1.8639,5.285,0.8583,0.0382,66.5864,2.9928,1.4403,0.1347,1.0062,1.1815,0.4482,122.886,138.6642,132.2573,2.0415,1.6977,5.5995,0.6824,18.5594,0.5436,2.2719,3.931,546.8254,-28.3351,647.2402,1211.1858,-1224.8127,545.149,0.0951,-24.5821,88.2449,-20.3926,559.0814,-29.3703,2.5699,6.8976,-10.6583,5
600665.SH,0,57.52,7.3266,50.8676,23.0942,1.0581,5.7749,7.87,-4.962,0.2842,-1.1311,2.859,0.2327,2.458,1.0641,7.1211,9.801,1.4697,9.4948,24.7566,3.3402,3.4545,1.4337,11.3244,0,85.3609,6.831,2.2414,0.2746,0.4842,10.0116,0.7945,266.0282,360.2126,2635.3217,0.1025,178.6654,1.1177,0.1066,18.5402,0.1024,0.2096,5.8518,-30.3602,-38.4142,-32.7562,-31.984,-154.5492,-34.0744,5.6413,21.8267,174.3792,20.8758,-30.6783,-39.4951,3.5288,22.0827,11.5715,5
600862.SH,0,42.86,35.3542,-17.736,24.2234,3.4425,28.5958,14.27,0.6312,0.24,0.2657,1.5366,1.0399,0.5185,0.1262,8.7052,17.0216,5.5658,11.607,30.8603,1.7355,8.017,0.1843,21.4622,2.6231,54.4957,2.1976,1.5821,0.2672,0.8455,116.8647,0.311,-1.2889,3.082,537.5125,0.5023,1.3033,0.7046,0.3676,2.1006,0.2584,1.0069,1.0471,41.1765,6.1206,35.0245,36.598,135.714,35.7906,7.2662,29.4026,120.991,18.5983,36.0871,1.7,4.744,15.6639,99.0127,5
000980.SZ,0,38.78,13.5468,-5.5757,10.9924,0.5898,24.4552,11.65,-39.8364,-0.37,-0.8861,2.6638,6.4881,0.6859,-0.7922,-4.4212,-14.0418,-2.1363,-5.8949,13.068,7.6433,11.3939,2.1918,-12.6666,6.6709,45.4744,1.834,1.0506,0.1547,0.8617,-5.7141,0.8768,-1.9993,25.9743,142.2257,1.8984,0.8641,0.6099,0.3435,1.3055,0.1706,2.859,0.2743,-285,-59.5872,-250.556,-247.9201,-3243.9267,-287.0897,-2.1744,-0.7537,26.4177,-1.5272,-282.3498,-50.5431,-4.317,-5.0103,-32.3326,5
000792.SZ,0,27.03,-5.7782,-7.0999,35.1381,1.304,-18.7568,10.36,-6.1452,-0.1808,0.6611,5.5553,3.402,0.0926,-0.9678,-3.0692,-3.317,2.0253,-4.0923,26.5983,1.5461,4.9404,9.2934,-3.5645,0.4184,75.0244,4.0039,0.3113,0.0214,0.2164,1.0398,0,186.1294,195.0969,74.3585,3.6311,13.2818,1.3381,1.3708,0.3062,0.2096,-0.6987,0.4676,58.4845,22.5548,102.1556,102.0575,-64.0126,51.2697,-14.8093,-4.6532,-23.2949,-7.2712,54.7679,14.5722,-4.0061,-3.0539,26.0745,5
600698.SH,0,37.4,-37.5363,-84.4989,-53.8673,6.4278,259.5106,14.35,-38.9604,0.0012,0.0181,0.3473,0.4953,-0.8836,-0.2732,0.238,0.3448,0.6256,0.3173,18.019,7.5334,5.0697,1.4371,0.3537,5.1212,44.1988,1.7921,1.792,0.2447,1.3431,1.3134,0.2139,-1.1368,11.149,143.8472,1.877,0.9496,1.372,0.4579,1.7499,0.3315,1.2184,1.7309,150,-12.1004,105.1993,156.9114,482.8519,159.1383,-14.8219,-43.1459,-3449.9909,-30.1929,150.3729,-13.2525,0.2665,-24.3009,-29.6386,5
600809.SH,0,58.14,29.9185,23.0481,20.5049,7.8399,13.8813,15.23,46.3524,1.9537,2.176,10.4719,0.3913,6.4281,2.3346,25.1859,19.8536,19.6937,33.5811,69.189,18.1777,5.7087,0.2525,27.5502,0.1323,45.9515,1.8502,1.7025,0.5214,1.0866,111.1244,0.008,-7.6255,0.0123,343.1289,0.7869,2.8241,1.6714,0.9105,5.6409,0.7018,2.2102,3.8089,32.6431,25.7227,32.0421,32.4178,449.3584,10.1017,21.123,57.8779,806.1385,38.1482,33.1582,23.6145,11.6123,14.4999,158.6524,5
000685.SZ,0,47.98,14.9612,35.5532,12.8241,0.9874,9.5977,11.08,-7.8912,0.5,0.2594,0.9511,1.2953,5.3254,-0.0069,5.8516,54.8309,4.9451,7.8021,29.8558,2.8899,8.5524,7.9687,60.35,0.2136,32.3134,1.4774,0.77,0.4032,0.7182,8.1302,0,19.0599,32.6253,57.0578,4.732,4.4735,1.5836,0.5336,0.7523,0.0763,-1.3651,0.1398,28.2051,2.2809,19.3204,19.5011,1.9837,20.8142,4.9899,40.2665,-107.0785,14.2518,23.6651,3.0764,5.4302,14.4341,19.6463,5
601928.SH,0,46.08,14.5453,4.0918,9.2138,1.506,15.5858,10.63,-5.2296,0.4472,0.51,3.4029,1.1206,2.5262,-0.1669,8.4142,13.4392,4.3233,11.219,37.8745,12.791,11.402,-2.2891,15.8685,0.2015,38.9359,1.6376,1.8926,1.0867,1.4749,0,0.1549,-48.7718,0.5338,140.1158,1.927,8.8755,1.2405,0.6028,2.4051,0.3832,1.2389,1.5106,3.1365,10.2274,1.0665,1.8542,-11.6828,-1.3245,4.5249,4.9093,-117.5473,4.5698,2.8443,6.8724,2.9081,7.6868,-0.5073,5
600550.SH,0,44.56,-9.6562,-9.409,-29.4968,9.7739,-48.0759,12.6,-39.6024,-0.04,0.0697,1.185,2.1419,-2.9447,-0.3642,-9.5537,-3.4829,0.7161,-12.7383,16.0237,4.7591,6.8495,5.029,-3.4269,4.8803,86.5234,7.4202,0.7858,0.1294,0.5886,0.452,0,31.3081,42.2458,158.8716,1.6995,1.0941,0.9701,0.466,1.588,0.315,-1.9341,1.6542,66.6667,-3.9504,48.0253,69.5888,544.7415,28.4955,-49.5059,-8.9058,-69.7099,-16.2036,63.3677,-5.0308,-10.1582,-9.6602,-16.3043,5
000965.SZ,0,51.45,-28.7336,-1.7968,16.122,0.8734,-57.8931,10.9,-27.9996,-0.03,-0.0635,0.1803,1.6523,1.7179,-0.5809,-0.5852,-14.8105,0.1016,-0.7802,49.1882,4.2311,15.3279,14.9668,-13.5542,0,44.1904,1.7918,2.6431,0.2325,0.2512,0.3191,0.2562,13.4511,39.2218,17862.1161,0.0151,40.6433,0.3721,0.0256,2.229,0.0213,0.042,0.7496,-108.8235,-91.1202,-103.3886,-103.377,96.4438,-108.5706,-7.3436,-4.6497,74.72,-6.1708,-107.7852,-87.1568,-2.3037,-5.5901,-15.6215,5
000673.SZ,0,22.18,-2.1865,-21.8717,-3.0288,6.7964,-36.9384,14.57,-18.6876,-0.024,0.0941,0.4605,1.8377,-2.194,0.0867,-3.4946,-1.1555,-0.2238,-4.6595,32.5842,6.8543,11.5595,5.4891,-1.2465,0.0141,68.457,3.1703,1.2691,0.0727,1.0854,-0.2366,0.1996,16.6424,17.4602,302.7134,0.8919,0.7848,1.2947,0.2086,5.2433,0.1723,0.9787,1.3479,-132.5203,-41.367,-139.1295,-126.9997,222.0168,-236.9041,-76.2386,-22.0249,138.1728,-49.6729,-105.6182,-40.2947,-3.4368,-1.9528,8.742,5
600658.SH,0,45.49,15.8743,-1.5182,11.6291,0.949,17.4046,9.03,-14.9268,0.12,-2.5873,0.8549,2.2082,2.1773,-2.2684,2.1637,13.802,2.5045,2.8849,26.6574,2.7896,14.0559,12.9976,12.8447,0.3081,50.298,2.012,3.3323,0.4618,0.8377,2.7155,0.4688,29.61,63.8907,2726.974,0.099,5.752,1.2875,0.0889,8.268,0.071,0.1293,0.6408,-55.5556,-29.9289,-113.8947,-40.497,33.7049,-52.4987,-3.8584,-2.7404,0.1685,-3.7752,-54.5862,0.0376,-7.4031,-9.5193,-11.2799,5
300139.SZ,0,22.51,104.0518,-26.8115,93.8963,2.8788,5723.0054,9.05,20.898,-0.1523,-0.1093,0.239,2.116,0.5385,-0.2361,-3.7087,-64.9239,-2.2836,-4.945,21.3771,2.9926,56.8948,-17.9652,-53.6881,10.5739,17.4145,1.2109,2.0468,0.124,1.1535,0,0.1514,2.2444,4.6827,951.4752,0.2838,0.5063,0.7053,0.1424,0.3353,0.0467,0.2957,0.1123,-290.375,-61.291,-313.2017,-318.0607,-180.1056,-298.1255,-3.5922,-30.841,74.8475,-9.992,-286.6932,-23.5332,-2.4308,-7.5864,17.7507,5
002320.SZ,0,58.53,43.4893,41.5211,19.3483,2.5453,20.7602,15.91,21.4176,0.18,0.2893,0.8634,1.5505,0.9757,0.1466,4.756,20.4215,5.6333,6.3413,37.1638,1.1844,9.0861,-1.1968,28.1662,0,6.2218,1.0663,7.3735,7.0198,7.3071,0,0.0223,-16.298,0.4945,7.5417,35.8011,33.8809,5.4774,0.5695,0.3727,0.2183,0.6615,0.4579,-43.75,4.7442,-16.4515,-16.3806,-1.3144,-18.6574,1.8341,-9.855,243.987,1.0191,-17.1655,11.7871,-31.9583,1.9372,44.3286,5
002344.SZ,0,34.65,18.1489,-29.8767,7.7894,0.8444,15.9834,12.87,-23.7552,0.19,0.7128,0.8192,1.4082,3.285,0.4806,3.2044,22.7291,3.0195,4.2726,54.7079,8.2532,8.1017,0.4611,31.7578,0.0831,31.8626,1.4676,1.072,0.4525,0.5854,69.7389,4.0155,-6.1189,13.8863,731.7292,0.369,103.2602,1.2014,0.3786,2.6111,0.0939,-9.3439,0.1708,-17.3913,-7.0416,-11.9725,-9.928,35.7055,-21.1325,3.5939,-17.0968,460.4501,-4.0583,-7.9668,-11.7036,3.1479,2.9275,-3.7715,5
002651.SZ,0,34.6,40.3408,-8.1862,32.2456,2.6202,26.2769,14.52,-28.4136,0.1,0.0262,0.4063,0.3798,0.4861,-0.1148,5.1046,25.7752,4.5977,6.8061,43.3682,7.267,12.3913,-2.3754,34.3731,2.7493,17.1774,1.2074,4.1186,0.7897,3.2697,0,0.0068,-9.894,0,377.2687,0.7157,1.3677,1.7394,0.2366,2.4525,0.1627,0.3175,0.9796,0,8.0632,4.1509,6.7471,-41.1038,1.6859,5.2867,10.4137,11.1117,6.1332,7.0617,15.4643,3.9831,2.3364,20.0339,5
600139.SH,0,28.48,153.8247,-10.8575,42.7698,6.0893,-44.4597,11.04,-44.5392,-0.0589,-0.3945,0.1736,0.587,-1.1255,-0.4013,-9.511,-17.5843,0.6892,-12.6814,55.3548,0,20.5047,34.4012,-17.5183,0,72.6056,3.6504,1.4328,0.3995,1.4328,0.5927,7.306,53.9924,59.5609,0,0,15.869,48.9916,0.116,10.1845,0.0338,0.3019,0.065,-7.6782,-45.255,42.8199,42.8474,-393.5384,-4.287,3.2173,-29.9627,-97.0608,-23.1951,33.4234,-47.275,-9.2308,-5.5907,15.8416,3
600865.SH,0,32,16.448,7.9609,10.6389,1.3262,10.3417,12.29,-17.4636,0.334,0.215,1.538,0.6205,2.7016,-0.0706,6.9962,21.7078,7.4296,9.3283,26.841,5.9318,6.8545,-0.1447,24.8008,0,13.7669,1.1596,4.016,1.0325,4.0074,0,0.1374,-13.4139,0.0453,0.8346,323.4919,58.7583,5.5651,0.7662,6.0265,0.2762,1.0788,0.7221,26.5152,10.3272,27.4617,27.8446,162.2454,22.5255,3.1934,10.1863,71.9984,4.103,26.4383,9.544,2.8411,1.5481,17.1752,5
000506.SZ,0,25.08,27.028,-94.1312,17.9309,2.8953,31.3627,12.39,-32.8788,-0.0177,0.0363,0.2779,0.0552,-0.0201,0.0206,-1.5705,-12.3572,0.7438,-2.094,1.9049,0.7594,23.8595,12.4985,-8.8413,0,58.7004,2.4213,0.8417,0.0517,0.4977,0.5957,0,11.7467,14.0241,475.7952,0.5675,52.4852,1.0621,0.2025,0.4672,0.0999,-4.5522,0.3767,-284.375,-14.5472,-1649.7283,-1098.9321,-85.8572,-284.0983,0.4339,7.1873,174.5229,3.6851,-1251.1494,0.8003,-1.0773,4.031,7.0632,3
000869.SZ,0,50.4,19.4162,91.2185,9.2149,2.0608,10.8441,11.69,0.7056,1.06,0.9415,5.1445,0.826,12.1427,0.0797,7.4738,20.6381,7.5327,9.9651,63.5724,25.7294,6.2209,0.4959,27.8377,0.1093,22.8839,1.2967,1.9791,0.5769,0.8499,56.6578,0.176,-3.9621,6.3222,591.8995,0.4562,9.6734,2.004,0.6974,0.6207,0.2681,1.4719,0.6147,-5.3571,-8.6564,-4.9195,-4.6721,-16.9287,-10.6565,5.9961,-7.8825,-33.3094,2.1967,-5.4711,-9.8605,3.0689,0.5588,12.4608,5
002077.SZ,0,49.89,-6.4963,26.9583,-21.6091,1.3254,-9.0918,10.27,-21.1392,-0.49,0.3931,1.1474,4.8567,-0.877,0.2301,-9.1154,-42.6254,-2.7037,-12.1538,-8.1439,2.828,9.3178,14.9236,-31.0927,3.5525,56.4903,2.2983,1.2181,0.31,0.7774,-1.9483,1.3478,35.1789,52.5162,522.3278,0.5169,0.5835,0.8348,0.1711,0.5958,0.093,1.0862,0.3553,-172.2222,-27.0792,-136.52,-150.0548,9403.5305,-242.5999,-20.1957,1.4764,818.0125,-8.2381,-174.0615,-6.7661,-8.9114,-1.6589,56.168,5
000526.SZ,0,15.59,164.1745,21.0878,11.4706,24.3895,202.6899,10.45,-16.2996,0.6652,4.0417,25.2959,0.6038,-0.1332,-2.3353,56.0033,2.5552,4.1487,74.671,28.9958,8.0366,12.8305,2.4564,2.6961,1.147,96.499,28.5635,0.4693,0.2185,0.4692,2.6115,0,36.7196,91.9618,0.0215,12582.4531,72.2331,3420.3736,1.4755,16.8865,0.6467,-1.2209,1.4112,-6.3099,3.8049,-15.503,-12.2559,15.5549,-10.9969,5.2573,2.2344,-284.8556,2.2967,-6.301,3.9343,72.2636,6.0545,70.5044,5
600131.SH,0,50.46,80.1113,168.9364,36.2215,6.8488,54.6059,15.72,72.7164,0.237,0.2426,1.5824,2.5626,0.4941,0.1941,9.4374,14.8688,6.2349,12.5832,16.1358,0.7285,8.0237,3.6617,15.3001,0,46.5398,1.8705,0.6192,0.5864,0.6179,5.1908,0,7.6668,9.9952,0.2882,936.8139,123.2027,6.0953,2.8232,0.5958,0.328,-4.2345,4.3868,8.7156,-0.0494,-3.6098,5.833,-40.3747,2.3351,6.2389,-1.3948,77.4296,3.01,11.0384,1.2512,-54.849,-71.1476,226.033,5
002428.SZ,0,13.72,543.3704,50.5643,45.4475,2.8504,1189.9799,15.7,-14.5284,-0.016,-0.1349,0.5097,0.5029,0.6258,0.033,-0.7241,-2.2662,0.3122,-0.9655,16.6925,0.9887,14.3162,4.3438,-2.1763,1.9852,28.0102,1.3891,1.5303,0.2554,0.6805,0.4356,0.5038,2.1262,5.2196,308.1192,0.8763,2.5763,4.8514,0.5521,0.3662,0.165,1.6394,0.2961,-214.2857,4.1787,-184.1041,-182.8056,-1266.6,-219.4839,-0.9861,41.3804,145.9082,8.2436,-182.7726,10.6991,-0.9396,11.1534,70.2,5
000667.SZ,0,16.17,27.2202,-9.9041,24.7101,0.9817,-14.1103,9.07,-6.4236,0.0304,-0.3728,0.742,0.5637,1.1681,-0.3058,1.0655,2.16,0.8235,1.4206,33.3998,5.9538,13.3211,1.8633,2.3464,0.6014,70.862,3.4319,1.4534,0.1102,0.4361,5.8952,0.8184,64.6727,98.0921,2781.698,0.0971,41.1438,0.7087,0.0983,1.5279,0.075,0.2955,0.5717,-73.38,233.3249,-63.0098,-64.1975,-203.0518,-73.2801,-2.5166,24.8303,-163.4877,14.248,-82.2567,78.021,2.8824,11.6022,9.2,5
002628.SZ,0,23.9,176.3856,23.0772,90.3092,1.5649,116.5224,13.06,4.2648,0.04,-0.7138,2.527,1.1755,1.3066,0.1022,1.1835,1.6527,1.2858,1.578,5.2532,0,3.6933,2.4054,1.6355,0.3221,57.9315,2.3771,1.3029,0.3969,0.9634,1.7486,1.1104,-10.2492,22.3747,155.6283,1.7349,3.5928,1.0913,0.5001,40.1166,0.3057,1.9041,1.0461,100,1.4264,45.4666,51.949,-443.1645,90.7483,1.9667,42.9861,116.8824,23.0795,95.0717,-0.0842,-1.2831,11.8139,2.8446,5
300021.SZ,0,23.3,54.7619,10.7772,26.025,3.9851,28.2675,11.94,11.5872,0.1052,-0.119,1.6484,0.3185,0.5183,-0.3875,5.8026,7.0506,4.3535,7.7367,25.8753,4.107,6.7536,3.2018,7.9389,0.7511,59.8377,2.4899,1.327,0.4543,1.0441,4.0314,0.5026,-2.5233,17.3247,157.137,1.7182,1.7948,1.1528,0.4903,3.9695,0.3373,1.9321,1.696,46.5181,34.9779,70.6655,73.1747,-231.1558,41.4059,3.5933,7.0894,-227.5538,7.0492,47.995,29.8456,0.3535,3.9825,29.5698,5
600748.SH,0,48.6,28.1163,-6.9018,17.8658,1.9317,30.2144,9.99,20.2248,0.23,-0.7428,2.9538,1.4088,2.8014,-0.5195,4.2573,10.2383,2.5473,5.6764,27.1059,1.9151,5.4753,2.7318,12.0833,0.5049,69.7355,3.3042,1.7624,0.2782,0.4345,6.5516,0.5874,46.3259,74.2902,1648.8763,0.1637,8.9891,2.0186,0.1663,10.6466,0.1423,0.3702,1.527,43.75,15.2207,32.5994,32.2303,-560.109,47.4415,2.5909,1.5211,57.6175,1.0582,16.821,12.7771,3.7968,4.5403,11.6063,5
002216.SZ,0,10.54,58.7662,31.2234,28.582,3.243,41.6249,10.94,0.1104,0.15,-0.2254,5.2506,0.308,1.3066,-0.3835,5.5544,2.768,2.752,7.4059,32.6786,26.2521,3.2355,-0.1707,2.838,0.4087,47.4533,1.9031,1.1099,0.2955,0.5877,0,1.0885,-7.0332,1.0555,91.0713,2.9647,12.1545,2.7898,1.9231,2.5177,0.9706,26.6992,2.7656,36.3636,0.4268,3.1408,3.2083,-278.4757,27.2655,2.3546,5.1402,-29.8525,3.6751,30.1662,0.8062,4.5408,-11.8072,97.0489,5
600490.SH,1,18.77,71.0583,-77.9931,21.2384,2.0621,65.675,13.2,-9.6828,0.1625,0.1639,6.4287,1.4794,0.3665,-0.0896,5.926,2.3469,6.5889,7.9013,2.4069,0.6236,1.4781,0.4932,2.3407,0,36.9088,1.585,1.6324,0.6207,1.3616,8.7607,0.1343,2.7959,16.4655,18.2476,14.7965,68.3265,14.2674,3.0753,6.8055,1.5251,6.9686,3.1074,8.478,33.0565,18.7259,16.1374,-4.7436,1.8888,16.8947,13.0819,69.1527,15.0911,8.3991,37.2293,13.9665,25.8103,2.1978,4
000707.SZ,0,25.11,6.4368,-3.5782,5.5796,8.2191,45.2558,9.92,-25.6764,-0.0309,0.1388,3.6884,1.5729,-2.6723,-0.0966,-8.1887,-0.7451,2.4429,-10.9183,16.4917,6.0019,4.1352,6.2276,-0.7373,2.7218,96.1498,25.9727,0.3652,0.1053,0.2115,0.9299,0,151.7691,165.578,103.8748,2.5993,28.9683,1.9136,1.4612,0.7742,0.4218,-0.9761,0.8092,-112.5152,-36.6109,-116.5645,-105.3419,-69.5376,-112.9625,-3.4475,-52.1758,94.2071,-51.61,-111.7354,-44.5838,-11.9976,-12.5241,6.5744,5
600759.SH,0,29.38,226.5939,2058.1077,9.8305,1.5534,301.7906,11.4,-11.0256,0.0183,0.1864,0.8815,1.0835,0.2428,-0.0078,0.7786,2.6741,3.4316,1.0381,67.7141,9.1352,7.6653,18.9637,2.8464,0,60.2178,2.5137,0.4665,0.0369,0.4463,1.3038,0,61.3381,73.5826,29.2428,9.233,7.2802,4.6851,0.8015,26.3613,0.1388,-0.9598,0.2326,-65.0096,-24.3402,-74.4404,-74.6739,-57.0067,-65.5985,1.7708,-22.0044,54.2263,-16.3028,-79.5596,-14.1286,1.759,-4.4354,17.3729,4
600375.SH,0,10.89,52.2701,9.8015,17.5296,1.0371,122.2446,8.23,-13.1892,0.02,1.1539,8.9633,4.7989,-0.907,0.2701,0.3656,0.1115,0.6195,0.4875,14.064,4.0424,3.2364,1.5085,0.1167,2.3805,77.9004,4.525,0.801,0.3261,0.6224,1.0522,0,58.0519,165.2115,107.0369,2.5225,1.9178,0.8521,0.6769,1.662,0.3903,-2.6576,1.1743,-33.3333,-1.0856,-60.1081,-40.3608,-14.36,-32.0419,2.052,10.109,-8.1923,8.0834,-48.4453,-1.4757,0.4524,4.464,32.9545,5
002173.SZ,0,17.06,176.9607,-14.6746,16.2624,1.0038,26.7176,12.07,-31.9488,-0.13,0.1511,1.577,6.0536,0.707,0.5757,-1.6958,-8.4494,-0.8531,-2.261,25.1332,0.3476,19.953,1.5657,-8.6792,0.1549,10.8597,1.1218,6.0062,3.5697,5.7716,-3.1349,0.1703,-0.574,8.9831,26.0464,10.3661,2.8031,5.2434,0.4579,0.6515,0.1738,0.5925,0.4079,-148.1481,-9.5938,-84.3298,-125.011,-1.1247,-151.657,-4.0381,-66.4386,664.3786,-20.1535,-149.3556,13.7699,-1.6815,-6.474,-14.0496,5
000710.SZ,1,13.89,34.444,-173.8574,33.2053,6.6974,19.0059,12.73,-12.7896,0.8838,0.2463,3.3115,2.6643,2.3304,-0.1775,15.3116,26.4456,14.8429,20.4155,59.1269,18.495,7.0916,0.0099,39.5792,7.0055,19.3896,1.2405,4.9884,1.0419,4.067,3148.447,0.1333,-1.5375,1.1447,147.5851,1.8295,1.5408,3.8845,0.7615,2.2992,0.4781,0.9347,1.5882,31.8121,14.2025,26.7476,28.0257,2.4353,7.5183,21.9615,186.84,-2459.6755,35.2941,30.6043,15.5032,15.0538,25.5452,14.7335,5
600648.SH,0,53.03,22.5214,-14.0184,15.5689,2.3136,10.0612,10.54,14.8068,0.65,0.6642,6.0359,3.3707,4.4309,0.3489,7.0997,11.5803,4.2158,9.4663,29.4953,2.7213,4.3137,3.1889,13.5204,0.0701,62.7707,2.6861,1.0669,0.1422,0.305,5.8926,6.8747,48.103,54.6337,549.7832,0.4911,12.4784,3.7231,0.4755,7.9371,0.2243,20.7494,0.5456,12.069,18.5177,15.5599,17.2783,1203.2055,10.2233,1.2583,-10.3544,160.7385,-6.4533,11.3047,17.3557,-0.7627,-6.5231,27.8133,5
600743.SH,0,46.4,8.3924,1.5577,23.3681,0.8143,159.4753,8.11,-18.9228,0.127,-1.6892,1.3463,0.5437,1.6522,-1.2903,3.8102,8.6569,0.8415,5.0802,33.6338,12.129,5.0034,5.5876,8.6953,0,85.0825,6.7035,1.7634,0.2444,0.3769,2.5938,0.941,267.1873,412.0054,4668.3649,0.0578,20.0995,0.9891,0.0651,2.3952,0.0581,0.1574,1.4863,2.4194,3.1365,-33.562,-30.7536,22.702,-3.7509,6.4454,41.8454,35.0631,35.6716,-15.7085,18.5291,0.222,19.0723,7.7346,5
